"","place","ward","dist_suffix","dist_nosuffix","pwd","wd","Ward_N","Dist20_N","Region20_N","Dist20_nosuffix","wdr20","wd20","pwd.dist","wd.dist","dist","dist_sum","accept","is.ward","is.district","Dist20_N.b","Region20_N.b","Dist20_nosuffix.b","Ward_N.b","accept.b","accept.c"
"1168","mlugolo.mapili","inyonga","mlele.dc","mlele","mlugolo.mapili-inyonga-mlele","inyonga-mlele","inyonga","mlele.dc","katavi","mlele","inyonga-mlele-katavi","inyonga-mlele",0.461904761904762,0,NA,0.461904761904762,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1169","mlungu","mapogoro","mbarali.dc","mbarali","mlungu-mapogoro-mbarali","mapogoro-mbarali","mapogoro","mbarali.dc","mbeya","mbarali","mapogoro-mbarali-mbeya","mapogoro-mbarali",0.271958717610892,0,NA,0.271958717610892,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1170","mlungu","rujewa","mbarali.dc","mbarali","mlungu-rujewa-mbarali","rujewa-mbarali","rujewa","mbarali.dc","mbeya","mbarali","rujewa-mbarali-mbeya","rujewa-mbarali",0.291865079365079,0,NA,0.291865079365079,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1171","mmbwendi","mkangale","nkasi.dc","nkasi","mmbwendi-mkangale-nkasi","mkangale-nkasi","mtenga","nkasi.dc","rukwa","nkasi","mtenga-nkasi-rukwa","mtenga-nkasi",0.327263718568066,0.174963924963925,NA,0.502227643531991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","mnada.wa.kizota","kizota","dodoma.cc","dodoma","mnada.wa.kizota-kizota-dodoma","kizota-dodoma","kizota","dodoma.cc","dodoma","dodoma","kizota-dodoma-dodoma","kizota-dodoma",0.317177522349936,0,NA,0.317177522349936,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1173","mnada.wa.zamani","miyuji","dodoma.cc","dodoma","mnada.wa.zamani-miyuji-dodoma","miyuji-dodoma","miyuji","dodoma.cc","dodoma","dodoma","miyuji-dodoma-dodoma","miyuji-dodoma",0.403366174055829,0,NA,0.403366174055829,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1174","mnadani","lutubiga","busega.dc","busega","mnadani-lutubiga-busega","lutubiga-busega","lutubiga","busega.dc","simiyu","busega","lutubiga-busega-simiyu","lutubiga-busega",0.329380764163373,0,NA,0.329380764163373,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1175","mnadani","misasi","misungwi.dc","misungwi","mnadani-misasi-misungwi","misasi-misungwi","masasi","misungwi.dc","mwanza","misungwi","masasi-misungwi-mwanza","masasi-misungwi",0.252548366964843,0.187301587301587,NA,0.43984995426643,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1176","mnadani","wanging.ombe","wanging.ombe.dc","wanging.ombe","mnadani-wanging.ombe-wanging.ombe","wanging.ombe-wanging.ombe","wanging.ombe","wanging.ombe.dc","njombe","wanging.ombe","wanging.ombe-wanging.ombe-njombe","wanging.ombe-wanging.ombe",0.258838383838384,0,NA,0.258838383838384,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1177","mnadani.kidinda","kidinda","bariadi.tc","bariadi","mnadani.kidinda-kidinda-bariadi","kidinda-bariadi","nyakabindi","bariadi.tc","simiyu","bariadi","nyakabindi-bariadi-simiyu","nyakabindi-bariadi",0.314295415959253,0.239153439153439,NA,0.553448855112692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","mnadani.kidinda","somanda","bariadi.tc","bariadi","mnadani.kidinda-somanda-bariadi","somanda-bariadi","somanda","bariadi.tc","simiyu","bariadi","somanda-bariadi-simiyu","somanda-bariadi",0.377199413489736,0,NA,0.377199413489736,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1179","mnadani.kuuza","dutwa","bariadi.dc","bariadi","mnadani.kuuza-dutwa-bariadi","dutwa-bariadi","dutwa","bariadi.dc","simiyu","bariadi","dutwa-bariadi-simiyu","dutwa-bariadi",0.42962962962963,0,NA,0.42962962962963,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1180","mnadani.nyumbani","ngudu","nkwimba.dc","nkwimba","mnadani.nyumbani-ngudu-nkwimba","ngudu-nkwimba","ngudu","kwimba.dc","mwanza","kwimba","ngudu-kwimba-mwanza","ngudu-kwimba",0.432163742690059,0.0256410256410255,NA,0.457804768331084,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1181","mnara.wa.voda","malambo.a","bariad.tc","bariad","mnara.wa.voda-malambo.a-bariad","malambo.a-bariad","malambo","bariadi.tc","simiyu","bariadi","malambo-bariadi-simiyu","malambo-bariadi",0.394949494949495,0.13531746031746,NA,0.530266955266955,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1182","mnara.wa.voda","sima","bariadi.tc","bariadi","mnara.wa.voda-sima-bariadi","sima-bariadi","sima","bariadi.tc","simiyu","bariadi","sima-bariadi-simiyu","sima-bariadi",0.374493927125506,0,NA,0.374493927125506,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1183","mnarani","mnarani","ifakara.dc","ifakara","mnarani-mnarani-ifakara","mnarani-ifakara","msangani","kibaha.tc","pwani","kibaha","msangani-kibaha-pwani","msangani-kibaha",0.300069013112491,0.253535353535354,NA,0.553604366647845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","mnavira","mnavira","masasi.dc","masasi","mnavira-mnavira-masasi","mnavira-masasi","mnavira","masasi.dc","mtwara","masasi","mnavira-masasi-mtwara","mnavira-masasi",0.15614794562163,0,NA,0.15614794562163,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1185","mnazi","imalilosongwe","mbarali.dc","mbarali","mnazi-imalilosongwe-mbarali","imalilosongwe-mbarali","imalilosongwe","mbarali.dc","mbeya","mbarali","imalilosongwe-mbarali-mbeya","imalilosongwe-mbarali",0.233796296296296,0,NA,0.233796296296296,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1186","mnazi","kalumbaleza","sumbawanga.dc","sumbawanga","mnazi-kalumbaleza-sumbawanga","kalumbaleza-sumbawanga","kalambanzite","sumbawanga.dc","rukwa","sumbawanga","kalambanzite-sumbawanga-rukwa","kalambanzite-sumbawanga",0.235024630541872,0.115447957839262,NA,0.350472588381134,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1187","mndola","ilindi","bahi.dc","bahi","mndola-ilindi-bahi","ilindi-bahi","ilindi","bahi.dc","dodoma","bahi","ilindi-bahi-dodoma","ilindi-bahi",0.302910052910053,0,NA,0.302910052910053,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1188","mnkola","ibihwa","bahi.dc","bahi","mnkola-ibihwa-bahi","ibihwa-bahi","ibihwa","bahi.dc","dodoma","bahi","ibihwa-bahi-dodoma","ibihwa-bahi",0.339031339031339,0,NA,0.339031339031339,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1189","mnkola","mnkola","bahi.dc","bahi","mnkola-mnkola-bahi","mnkola-bahi","chikola","bahi.dc","dodoma","bahi","chikola-bahi-dodoma","chikola-bahi",0.317251461988304,0.143939393939394,NA,0.461190855927698,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","mnombasoa","nkomolo","nkasi.dc","nkasi","mnombasoa-nkomolo-nkasi","nkomolo-nkasi","nkomolo","nkasi.dc","rukwa","nkasi","nkomolo-nkasi-rukwa","nkomolo-nkasi",0.308339689804221,0,NA,0.308339689804221,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1191","mnyagala","mnyagala","tanganyika.dc","tanganyika","mnyagala-mnyagala-tanganyika","mnyagala-tanganyika","madanga","pangani.dc","tanga","pangani","madanga-pangani-tanga","madanga-pangani",0.252923976608187,0.18816914080072,NA,0.441093117408907,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","mnyagala","sibwesa","tanganyika.dc","tanganyika","mnyagala-sibwesa-tanganyika","sibwesa-tanganyika","mwera","pangani.dc","tanga","pangani","mwera-pangani-tanga","mwera-pangani",0.256583725107977,0.225071225071225,NA,0.481654950179202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","mnyambe","mnyambe","newala.dc","newala","mnyambe-mnyambe-newala","mnyambe-newala","mnyambe","newala.dc","mtwara","newala","mnyambe-newala-mtwara","mnyambe-newala",0.217681011798659,0,NA,0.217681011798659,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1194","mnygala","mnyagala","tanganyika.dc","tanganyika","mnygala-mnyagala-tanganyika","mnyagala-tanganyika","madanga","pangani.dc","tanga","pangani","madanga-pangani-tanga","madanga-pangani",0.27086234103778,0.18816914080072,NA,0.4590314818385,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","moba","kashishi","mpimbwe.dc","mpimbwe","moba-kashishi-mpimbwe","kashishi-mpimbwe","kibaoni","mpimbwe.dc","katavi","mpimbwe","kibaoni-mpimbwe-katavi","kibaoni-mpimbwe",0.345743145743146,0.177777777777778,NA,0.523520923520924,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","mofu","mofu","mlimba.dc","mlimba","mofu-mofu-mlimba","mofu-mlimba","mofu","kilombero.dc","morogoro","kilombero","mofu-kilombero-morogoro","mofu-kilombero",0.326086956521739,0.216690716690717,NA,0.542777673212456,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","mofu.nyumbani","mofu","mlimba.dc","mlimba","mofu.nyumbani-mofu-mlimba","mofu-mlimba","mfumbi","makete.dc","njombe","makete","mfumbi-makete-njombe","mfumbi-makete",0.353809523809524,0.237244237244237,NA,0.591053761053761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","mogelo","rujewa","mbarali.dc","mbarali","mogelo-rujewa-mbarali","rujewa-mbarali","rujewa","mbarali.dc","mbeya","mbarali","rujewa-mbarali-mbeya","rujewa-mbarali",0.270354808590103,0,NA,0.270354808590103,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1199","mogero","mawindi","mba.dc","mba","mogero-mawindi-mba","mawindi-mba","mawindi","mbarali.dc","mbeya","mbarali","mawindi-mbarali-mbeya","mawindi-mbarali",0.328042328042328,0.0888888888888889,NA,0.416931216931217,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1200","mondo","mnyagala","tanganyika.dc","tanganyika","mondo-mnyagala-tanganyika","mnyagala-tanganyika","madanga","pangani.dc","tanga","pangani","madanga-pangani-tanga","madanga-pangani",0.252063492063492,0.18816914080072,NA,0.440232632864212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","mondo","mwaniko","misungwi.dc","misungwi","mondo-mwaniko-misungwi","mwaniko-misungwi","mwaniko","misungwi.dc","mwanza","misungwi","mwaniko-misungwi-mwanza","mwaniko-misungwi",0.261320296789404,0,NA,0.261320296789404,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1202","mongero","rujewa","mbarali.dc","mbarali","mongero-rujewa-mbarali","rujewa-mbarali","rujewa","mbarali.dc","mbeya","mbarali","rujewa-mbarali-mbeya","rujewa-mbarali",0.282620320855615,0,NA,0.282620320855615,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1203","morogoro","kisaki","morogoro.dc","morogoro","morogoro-kisaki-morogoro","kisaki-morogoro","kisaki","morogoro.dc","morogoro","morogoro","kisaki-morogoro-morogoro","kisaki-morogoro",0.104166666666667,0,NA,0.104166666666667,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1204","mpalanga","mpalanga","bahi.dc","bahi","mpalanga-mpalanga-bahi","mpalanga-bahi","mpalanga","bahi.dc","dodoma","bahi","mpalanga-bahi-dodoma","mpalanga-bahi",0.220075757575758,0,NA,0.220075757575758,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1205","mpamantwa","mpamantwa","bahi.dc","bahi","mpamantwa-mpamantwa-bahi","mpamantwa-bahi","mpamantwa","bahi.dc","dodoma","bahi","mpamantwa-bahi-dodoma","mpamantwa-bahi",0.21953781512605,0,NA,0.21953781512605,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1206","mpamatwa","mpamatwa","bahi.dc","bahi","mpamatwa-mpamatwa-bahi","mpamatwa-bahi","mpamantwa","bahi.dc","dodoma","bahi","mpamantwa-bahi-dodoma","mpamantwa-bahi",0.23277417027417,0.0238095238095237,NA,0.256583694083694,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1207","mpamba","muze","sumbawanga.dc","sumbawanga","mpamba-muze-sumbawanga","muze-sumbawanga","muze","sumbawanga.dc","rukwa","sumbawanga","muze-sumbawanga-rukwa","muze-sumbawanga",0.276504541210424,0,NA,0.276504541210424,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1208","mpanda","ilembo","mpanda.dc","mpanda","mpanda-ilembo-mpanda","ilembo-mpanda","ilembo","mpanda.mc","katavi","mpanda","ilembo-mpanda-katavi","ilembo-mpanda",0.258333333333333,0,NA,0.258333333333333,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1209","mpanda","majalila","mpanda.dc","mpanda","mpanda-majalila-mpanda","majalila-mpanda","makanyagio","mpanda.mc","katavi","mpanda","makanyagio-mpanda-katavi","makanyagio-mpanda",0.295770202020202,0.192483660130719,NA,0.488253862150921,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","mpanda","mpanda","mpanda.mc","mpanda","mpanda-mpanda-mpanda","mpanda-mpanda","mpanda.hotel","mpanda.mc","katavi","mpanda","mpanda.hotel-mpanda-katavi","mpanda.hotel-mpanda",0.194871794871795,0.105263157894737,NA,0.300134952766532,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1211","mpanda.mjini","ilembo","mpanda.dc","mpanda","mpanda.mjini-ilembo-mpanda","ilembo-mpanda","ilembo","mpanda.mc","katavi","mpanda","ilembo-mpanda-katavi","ilembo-mpanda",0.411538461538462,0,NA,0.411538461538462,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1212","mpanda.mjini","makanyagio","mpanda.mc","mpanda","mpanda.mjini-makanyagio-mpanda","makanyagio-mpanda","makanyagio","mpanda.mc","katavi","mpanda","makanyagio-mpanda-katavi","makanyagio-mpanda",0.276587301587302,0,NA,0.276587301587302,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1213","mpanyani","mpanyani","masasi.dc","masasi","mpanyani-mpanyani-masasi","mpanyani-masasi","mpanyani","masasi.dc","mtwara","masasi","mpanyani-masasi-mtwara","mpanyani-masasi",0.17630249867092,0,NA,0.17630249867092,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1214","mpapa","mpapa","momba.dc","momba","mpapa-mpapa-momba","mpapa-momba","mpapa","momba.dc","songwe","momba","mpapa-momba-songwe","mpapa-momba",0.27859477124183,0,NA,0.27859477124183,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1215","mpemba.tunduma","mpemba","momba.dc","momba","mpemba.tunduma-mpemba-momba","mpemba-momba","muambe","mkoani","kusini.pemba","mkoani","muambe-mkoani-kusini.pemba","muambe-mkoani",0.366292385900229,0.222934472934473,NA,0.589226858834702,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","mpembe","katuma","tanganyika.dc","tanganyika","mpembe-katuma-tanganyika","katuma-tanganyika","katuma","mpanda.dc","katavi","mpanda","katuma-mpanda-katavi","katuma-mpanda",0.294281045751634,0.214177978883861,NA,0.508459024635495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","mpembe","mpembe","tanganyika.dc","tanganyika","mpembe-mpembe-tanganyika","mpembe-tanganyika","msambweni","tanga.cc","tanga","tanga","msambweni-tanga-tanga","msambweni-tanga",0.343864468864469,0.212619406737054,NA,0.556483875601523,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","mpendo","mpendo","nchemba.dc","nchemba","mpendo-mpendo-nchemba","mpendo-nchemba","mpendo","chemba.dc","dodoma","chemba","mpendo-chemba-dodoma","mpendo-chemba",0.211531279178338,0.0238095238095237,NA,0.235340802987862,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1219","mpete","mwadui","sumbawanga.dc","sumbawanga","mpete-mwadui-sumbawanga","mwadui-sumbawanga","mtowisa","sumbawanga.dc","rukwa","sumbawanga","mtowisa-sumbawanga-rukwa","mtowisa-sumbawanga",0.285426731078905,0.13921568627451,NA,0.424642417353415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","mpindimbi","mpindimbi","masasi.dc","masasi","mpindimbi-mpindimbi-masasi","mpindimbi-masasi","mpindimbi","masasi.tc","mtwara","masasi","mpindimbi-masasi-mtwara","mpindimbi-masasi",0.239842685494859,0,NA,0.239842685494859,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1221","mpinga","kigwe","bahi.dc","bahi","mpinga-kigwe-bahi","kigwe-bahi","kigwe","bahi.dc","dodoma","bahi","kigwe-bahi-dodoma","kigwe-bahi",0.362745098039216,0,NA,0.362745098039216,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1222","mpinga","kigwe","kigwe.dc","kigwe","mpinga-kigwe-kigwe","kigwe-kigwe","kibande","buhigwe.dc","kigoma","buhigwe","kibande-buhigwe-kigoma","kibande-buhigwe",0.278619528619529,0.246464646464646,NA,0.525084175084175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","mpinga","mpinga","bahi.dc","bahi","mpinga-mpinga-bahi","mpinga-bahi","mkinga","mkinga.dc","tanga","mkinga","mkinga-mkinga-tanga","mkinga-mkinga",0.19785575048733,0.260780885780886,NA,0.458636636268215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","mpolo","utengule.usangu","utengule.usangu.dc","utengule.usangu","mpolo-utengule.usangu-utengule.usangu","utengule.usangu-utengule.usangu","utengule.usangu","mbarali.dc","mbeya","mbarali","utengule.usangu-mbarali-mbeya","utengule.usangu-mbarali",0.402764833799317,0.23076723287102,NA,0.633532066670336,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1225","mpolo","utenguleusangu","mbarali.dc","mbarali","mpolo-utenguleusangu-mbarali","utenguleusangu-mbarali","utengule.usangu","mbarali.dc","mbeya","mbarali","utengule.usangu-mbarali-mbeya","utengule.usangu-mbarali",0.287909616620261,0.0144927536231885,NA,0.30240237024345,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1226","mpolo.na.uhambule","utengule.usangu","mbarali.dc","mbarali","mpolo.na.uhambule-utengule.usangu-mbarali","utengule.usangu-mbarali","utengule.usangu","mbarali.dc","mbeya","mbarali","utengule.usangu-mbarali-mbeya","utengule.usangu-mbarali",0.260042452641275,0,NA,0.260042452641275,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1227","mpona","kipeta","sumabwanga.dc","sumabwanga","mpona-kipeta-sumabwanga","kipeta-sumabwanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.273836765827613,0.0196078431372548,NA,0.293444608964867,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1228","mpona","kipeta","sumbawanga.dc","sumbawanga","mpona-kipeta-sumbawanga","kipeta-sumbawanga","kipeta","sumbawanga.dc","rukwa","sumbawanga","kipeta-sumbawanga-rukwa","kipeta-sumbawanga",0.265064836003051,0,NA,0.265064836003051,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1229","mpunguzi","mpunguzi","dodoma.cc","dodoma","mpunguzi-mpunguzi-dodoma","mpunguzi-dodoma","mpunguzi","dodoma.cc","dodoma","dodoma","mpunguzi-dodoma-dodoma","mpunguzi-dodoma",0.231803327391563,0,NA,0.231803327391563,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1230","mpwayungu","mpwayungu","bahi.dc","bahi","mpwayungu-mpwayungu-bahi","mpwayungu-bahi","mpwayungu","chamwino.dc","dodoma","chamwino","mpwayungu-chamwino-dodoma","mpwayungu-chamwino",0.250740740740741,0.142043142043142,NA,0.392783882783883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","mraushi","lukuledi","masasi.dc","masasi","mraushi-lukuledi-masasi","lukuledi-masasi","lukuledi","masasi.dc","mtwara","masasi","lukuledi-masasi-mtwara","lukuledi-masasi",0.29047723612941,0,NA,0.29047723612941,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1232","mria","kalumbaleza","sumabwanga.dc","sumabwanga","mria-kalumbaleza-sumabwanga","kalumbaleza-sumabwanga","kalambanzite","sumbawanga.dc","rukwa","sumbawanga","kalambanzite-sumbawanga-rukwa","kalambanzite-sumbawanga",0.240341634738187,0.132114624505929,NA,0.372456259244116,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1233","msadia","nyambwe","mpimbwe.dc","mpimbwe","msadia-nyambwe-mpimbwe","nyambwe-mpimbwe","mbede","mpimbwe.dc","katavi","mpimbwe","mbede-mpimbwe-katavi","mbede-mpimbwe",0.303409090909091,0.261383061383061,NA,0.564792152292152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","msadia","usevya","mpimbwe.dc","mpimbwe","msadia-usevya-mpimbwe","usevya-mpimbwe","usevya","mpimbwe.dc","katavi","mpimbwe","usevya-mpimbwe-katavi","usevya-mpimbwe",0.283846872082166,0,NA,0.283846872082166,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1235","msadya","usevya","mpimbwe.dc","mpimbwe","msadya-usevya-mpimbwe","usevya-mpimbwe","usevya","mpimbwe.dc","katavi","mpimbwe","usevya-mpimbwe-katavi","usevya-mpimbwe",0.304563492063492,0,NA,0.304563492063492,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1236","msalaka","iragua","ulanga.dc","ulanga","msalaka-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.387085137085137,0,NA,0.387085137085137,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1237","msalaka.iragua","iragua","ulanga.dc","ulanga","msalaka.iragua-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.405266955266955,0,NA,0.405266955266955,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1238","msalama","songea","songea.dc","songea","msalama-songea-songea","songea-songea","majengo","songea.mc","ruvuma","songea","majengo-songea-ruvuma","majengo-songea",0.334920634920635,0.142704517704518,NA,0.477625152625153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","msalato","masalato","dodoma.cc","dodoma","msalato-masalato-dodoma","masalato-dodoma","msalato","dodoma.cc","dodoma","dodoma","msalato-dodoma-dodoma","msalato-dodoma",0.203416149068323,0.0698412698412699,NA,0.273257418909593,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1240","msalato","msalato","bahi.dc","bahi","msalato-msalato-bahi","msalato-bahi","msalato","dodoma.cc","dodoma","dodoma","msalato-dodoma-dodoma","msalato-dodoma",0.294932844932845,0.202380952380952,NA,0.497313797313797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","msalato","msalato","dodoma.cc","dodoma","msalato-msalato-dodoma","msalato-dodoma","msalato","dodoma.cc","dodoma","dodoma","msalato-dodoma-dodoma","msalato-dodoma",0.191558441558442,0,NA,0.191558441558442,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1242","msembeta","chigongwe","dodoma.cc","dodoma","msembeta-chigongwe-dodoma","chigongwe-dodoma","chigongwe","dodoma.cc","dodoma","dodoma","chigongwe-dodoma-dodoma","chigongwe-dodoma",0.287093821510297,0,NA,0.287093821510297,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1243","msembeta","kigwe","bahi.dc","bahi","msembeta-kigwe-bahi","kigwe-bahi","kigwe","bahi.dc","dodoma","bahi","kigwe-bahi-dodoma","kigwe-bahi",0.478033318590594,0,NA,0.478033318590594,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1244","msembeta","msembeta","dodoma.cc","dodoma","msembeta-msembeta-dodoma","msembeta-dodoma","mtumba","dodoma.cc","dodoma","dodoma","mtumba-dodoma-dodoma","mtumba-dodoma",0.330555555555556,0.133974358974359,NA,0.464529914529915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","msikisi.farm.17.ndomoni.ndomondo","msikisi.nachingwea","masasi.nachingwea.dc","masasi.nachingwea","msikisi.farm.17.ndomoni.ndomondo-msikisi.nachingwea-masasi.nachingwea","msikisi.nachingwea-masasi.nachingwea","chaani.masingini","kaskazini.a","kaskazini.unguja","kaskazini.a","chaani.masingini-kaskazini.a-kaskazini.unguja","chaani.masingini-kaskazini.a",0.404216073781291,0.257427757427757,NA,0.661643831209049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","msila","mfinga","sumbawanga.dc","sumbawanga","msila-mfinga-sumbawanga","mfinga-sumbawanga","mfinga","sumbawanga.dc","rukwa","sumbawanga","mfinga-sumbawanga-rukwa","mfinga-sumbawanga",0.247520976353928,0,NA,0.247520976353928,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1247","msilihofo","isale","nkasi.dc","nkasi","msilihofo-isale-nkasi","isale-nkasi","isale","nkasi.dc","rukwa","nkasi","isale-nkasi-rukwa","isale-nkasi",0.395191409897292,0,NA,0.395191409897292,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1248","msimbazi","uhambule","wanging.ombe.dc","wanging.ombe","msimbazi-uhambule-wanging.ombe","uhambule-wanging.ombe","uhambule","wanging.ombe.dc","njombe","wanging.ombe","uhambule-wanging.ombe-njombe","uhambule-wanging.ombe",0.274007936507937,0,NA,0.274007936507937,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1249","msisi","msisi","bahi.dc","bahi","msisi-msisi-bahi","msisi-bahi","msisi","bahi.dc","dodoma","bahi","msisi-bahi-dodoma","msisi-bahi",0.297571301247772,0,NA,0.297571301247772,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1250","msowelo","msowelo","kilosa.dc","kilosa","msowelo-msowelo-kilosa","msowelo-kilosa","msowero","kilosa.dc","morogoro","kilosa","msowero-kilosa-morogoro","msowero-kilosa",0.260753313182981,0.111721611721612,NA,0.372474924904592,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
