"fid.see.mrktc.generalinfo.","unique.row.id.see.mrktc.generalinfo.","unique.row.id","1.what.are.the.activities.that.you.are.doing.in.this.market.today.","if.other.specify.5","type.of.place.see.mrktc.lkpsell.placetype.","if.other.specify","name.of.place.8","ward.9","district.10","3.what.is.your.main.reason.for.selling.these.sheep.and.or.goats.","if.other.specify.12","4.how.were.sheep.goats.transported.to.the.market.see.mrktc.lkpsell.trans.","if.other.specify.14","5.do.you.also.sell.other.animal.species.apart.from.sheep.and.goats.","if.yes.out.of.all.the.species.that.you.sell.which.species.do.you.sell.the.most.","if.other.specify.17","will.you.transport.the.sheep.goats.you.are.buying.today.","type.of.place.see.mrktc.lkpplacetype.","if.other.specify.20","name.of.place.21","ward.22","district.23","7.what.is.your.main.reason.for.buying.these.small.ruminants.","if.other.specify.25","8.how.will.you.transport.these.small.ruminants.that.you.are.buying.see.mrktc.lkpsell.trans.","if.other.specify.27","9.what.criteria.do.you.use.to.decide.which.small.ruminants.to.buy.","if.other.specify.29","10.what.other.species.of.animals.do.you.buy.apart.from.sheep.and.goats.","if.other.specify.31","11.if.the.prices.of.sheep.and.goats.increase.for.some.reason.e.g.a.shortage.of.animals.due.to.disease.will.you.still.buy.them.","if.no.which.other.species.will.you.consider.instead.","if.other.specify.34","if.yes.how.much.of.an.increase.in.the.current.price.of.sheep.and.goat.unit.price.of.live.animal.will.cause.you.to.change.your.purchasing.behaviour.to.another.animal.species","12.how.many.times.in.a.month.do.you.buy.or.sell.sheep.and.or.goats.in.this.market.","unique.row.identifier.uuid."
1157888,1,1,"3",NA,3,NA,"Mbao","Mkomba","Momba","1",NA,-66,"Anawanunua hapa hapa mnadani",1,"1",NA,1,2,NA,"Dar es salaam",NA,NA,"1",NA,2,NA,"1 3 2 -66","Ananunua mbuzi wakubwa wanaotosha kuchinja","-66","Ananunua mbuzi na kondoo tu",1,NA,NA,150000,1,"0adc0695-eb5c-11ec-9416-9440c9ab47f0"
1157889,1,1,"1",NA,1,NA,"Sante","Mkomba","Momba","2 3 4",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e9e68b74-eb5b-11ec-9416-9440c9ab47f0"
1157890,1,1,"1",NA,1,NA,"Chilulumo","Chilulumo","Momba","-66","Anahamia Lindi hivyo anauza kondoo na mbuzi wote",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04b5cb3c-eb5c-11ec-9416-9440c9ab47f0"
1157891,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Chilulumo","Mkomba","Momba","2 5",NA,1,NA,"1 2 3 4",NA,"4",NA,0,"4",NA,NA,1,"04a20870-eb5c-11ec-9416-9440c9ab47f0"
1157892,1,1,"1",NA,1,NA,"Ivuna","Ivuna","Momba","2 3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17d2e4f5-eb5c-11ec-9416-9440c9ab47f0"
1157893,1,1,"1",NA,NA,NA,"Mweniemba","Mkuru","Momba","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a94b8e7-eb5c-11ec-9416-9440c9ab47f0"
1157894,1,1,"3",NA,1,NA,"Mpapa","Mpapa","Momba","1",NA,1,NA,0,NA,NA,1,1,NA,"Chilulumo","Chilulumo","Momba","1",NA,1,NA,"1 2 3",NA,NA,NA,1,NA,NA,150000,1,"f0e91b6f-eb5b-11ec-9416-9440c9ab47f0"
1157895,1,1,"2",NA,1,NA,"Ntungwa","Mkomba","Momba","1 2",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 2 3",NA,NA,NA,1,NA,NA,1e+05,1,"efeb8629-eb5b-11ec-9416-9440c9ab47f0"
1157896,1,1,"1",NA,1,NA,"Chilulumo","Chilulumo","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14d2e510-eb5c-11ec-9416-9440c9ab47f0"
1157897,1,1,"2",NA,3,NA,"Mbao","Ntungwa","Momba","-66","Kuongeza kipato",-66,"Amewauza hapa kwa wachuuzi wanaosafirisha",0,NA,NA,0,NA,NA,NA,NA,NA,"-66","Kuongeza kipato",-66,"Ameshawauza hapa kwa wachuuzi wanaosafirisha","1 2 3",NA,"-66","Hanunui wanyama wengine",1,NA,NA,150000,1,"13462518-eb5c-11ec-9416-9440c9ab47f0"
1157898,1,1,"1",NA,1,NA,"Mkulwe","Mkulwe","Momba","2 5",NA,-66,"Kwa pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f449c4e0-eb5b-11ec-9416-9440c9ab47f0"
1157899,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mpapa","Mpapa","Momba","2 5",NA,1,NA,"1 2 3 4",NA,"-66","Hanunui wanyama wengine",0,"-66","Atasubiri hadi bei iwe nzuri",NA,1,"0a7c167e-eb5c-11ec-9416-9440c9ab47f0"
1157900,1,1,"1",NA,1,NA,"Ivuna","Ivuna","Momba","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02bba8f2-eb5c-11ec-9416-9440c9ab47f0"
1157901,1,1,"1",NA,1,NA,"Chilulumo","Chilulumo","Momba","6 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00a0f7e6-eb5c-11ec-9416-9440c9ab47f0"
1157902,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ilengo","Mkomba","Momba","2 5",NA,1,NA,"1 2 3 4 5",NA,"4 3",NA,0,"4 3",NA,NA,1,"fd913c54-eb5b-11ec-9416-9440c9ab47f0"
1157903,1,1,"1",NA,1,NA,"Chilulumo","Chilulumo","Momba","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148ecd86-eb5c-11ec-9416-9440c9ab47f0"
1157904,1,1,"3",NA,3,NA,"Mbao","Mkomba","Momba","1",NA,-66,"Amewanunua mnadani hapahapa",0,NA,NA,1,-66,"Anasafirisha kwenda mkoa wa  Pwani na Dar es salaam","Pwani, Dar es salaam",NA,NA,"1",NA,2,NA,"1 3 2 4",NA,"-66","Hanunui wanyama wengine",1,NA,NA,2e+05,1,"ec8213fb-eb5b-11ec-9416-9440c9ab47f0"
1157905,1,1,"3",NA,NA,NA,"Mbao","Ntungwa","Momba","1",NA,-66,"Kawanunua hapahapa mnadani",0,NA,NA,1,2,NA,"Songea",NA,"Songea manispaa","1",NA,2,NA,"1 2 3",NA,"-66","Hanunui wengine",1,NA,NA,180000,1,"00729c52-eb5c-11ec-9416-9440c9ab47f0"
1157906,1,1,"2",NA,1,NA,"Chilulumo","Chilulumo","Momba","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 2 3",NA,NA,NA,1,NA,NA,95000,1,"09a95991-eb5c-11ec-9416-9440c9ab47f0"
1157907,1,1,"3",NA,3,NA,"Mbao","Mkomba","Momba","1",NA,1,NA,0,NA,NA,1,2,NA,"Dar es salaam","Pugu",NA,"1",NA,2,NA,"1 2 3",NA,"1",NA,1,NA,NA,250000,1,"f6c0cce1-eb5b-11ec-9416-9440c9ab47f0"
1157908,1,1,"3",NA,1,NA,"Kimande","Itunundu","Iringa vijijini","1",NA,1,NA,1,"1",NA,1,1,NA,"Ndiuka","Ruaha","Iringa mjini","1",NA,2,NA,"1 3 2",NA,"1",NA,0,"1",NA,NA,2,"04c18626-eb5c-11ec-9416-9440c9ab47f0"
1157909,1,1,"1",NA,1,NA,"Izazi","Izazi","Iringa vijijini","2",NA,-66,"Pikipiki",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc4a1160-eb5b-11ec-9416-9440c9ab47f0"
1157910,1,1,"1",NA,1,NA,"itunundu","Itunundu","Iringa vijijini","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0d59d571-eb5c-11ec-9416-9440c9ab47f0"
1157911,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Itunundu","Itunundu","Iringa vijijini","2 5",NA,1,NA,"1 2 3 4",NA,"4",NA,0,"4",NA,NA,1,"f04e77f5-eb5b-11ec-9416-9440c9ab47f0"
1157912,1,1,"3",NA,1,NA,"Luganga","Ilolo mpya","Iringa vijijini","1 4",NA,2,NA,0,NA,NA,1,3,NA,"Pugu",NA,NA,"1",NA,2,NA,"1 2 3",NA,NA,NA,1,NA,NA,250000,2,"085e3a9e-eb5c-11ec-9416-9440c9ab47f0"
1157913,1,1,"1",NA,1,NA,"Kimande","Itunundu","Iringa vijijini","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f0641f30-eb5b-11ec-9416-9440c9ab47f0"
1157914,1,1,"1",NA,1,NA,"Ilolo mpya","Ilolo mpya","Iringa vijijini","2 3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"168ef13f-eb5c-11ec-9416-9440c9ab47f0"
1157915,1,1,"3",NA,1,NA,"Itunundu","Itunundu","Iringa vijijini","1 2",NA,1,NA,0,NA,NA,1,3,NA,"Izazi","Izazi","Iringa vijijini","1",NA,1,NA,"1 2 3",NA,NA,NA,0,"4 3",NA,NA,2,"f7e0b610-eb5b-11ec-9416-9440c9ab47f0"
1157916,1,1,"2",NA,3,NA,"Kimande","Itunundu","Iringa vijijini","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 2 3",NA,NA,NA,0,"4",NA,NA,2,"fe45fab5-eb5b-11ec-9416-9440c9ab47f0"
1157917,1,1,"1",NA,1,NA,"Itunundu","Itunundu","Iringa vijijini","2",NA,1,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc5d8a8f-eb5b-11ec-9416-9440c9ab47f0"
1157918,1,1,"1",NA,1,NA,"Ilolo mpya","Ilolo mpya","Iringa vijijini","4 2",NA,-66,"Pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f1f04762-eb5b-11ec-9416-9440c9ab47f0"
1157919,1,1,"3",NA,3,NA,"Ihowanza","Ihowanza","Mufindi","1",NA,2,NA,0,NA,NA,1,2,NA,"Songea",NA,"Songea","1",NA,2,NA,"3",NA,NA,NA,0,"4 1",NA,NA,2,"ea831df8-eb5b-11ec-9416-9440c9ab47f0"
1157920,1,1,"2",NA,3,NA,"Kimande","Itunundu","Iringa vijijini","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 2 3",NA,NA,NA,1,NA,NA,120000,2,"0086b9a3-eb5c-11ec-9416-9440c9ab47f0"
1157921,1,1,"1",NA,1,NA,"Izazi","Izazi","Iringa","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f55a40b1-eb5b-11ec-9416-9440c9ab47f0"
1157922,1,1,"2",NA,3,NA,"Kimande","Itunundu","Iringa","1",NA,-66,"Amewaninua kwa wafugaji walioleta hapa mnadani.",1,"1",NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Anawauza hapa hapa mnadani.","1 2 3",NA,"1",NA,1,NA,NA,150000,2,"fd8b08da-eb5b-11ec-9416-9440c9ab47f0"
1157923,1,1,"1",NA,1,NA,"Itunundu","Itunundu","Iringa","-66","Kwa sababu ya kupata pesa ya kununua mahitaji ya kifamilia.",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f4efab34-eb5b-11ec-9416-9440c9ab47f0"
1157924,1,1,"1",NA,1,NA,"Isimani","Kihorogota","Iringa","6 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e90a6ac7-eb5b-11ec-9416-9440c9ab47f0"
1157925,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Luganga","Ilolo mpya","Iringa","2 5",NA,1,NA,"1 2 3 4",NA,"-66","Hanunui wanyama aina nyingine.p",0,"-66","Atasubiri ishuke.",NA,1,"fe49ae57-eb5b-11ec-9416-9440c9ab47f0"
1157926,1,1,"3",NA,3,NA,"Kimande","Itunundu","Iringa","1",NA,-66,"Amewanunua hapa mnadani",0,NA,NA,1,2,NA,"Msalato","Msalato","Dodoma","1",NA,2,NA,"1 2 3",NA,"-66","Ananunua mbuzi na kondoo tu.",1,NA,NA,20000,2,"0e71fb6d-eb5c-11ec-9416-9440c9ab47f0"
1157927,1,1,"3",NA,1,NA,"Kimande na Itunundu","Itunundu","Iringa","1",NA,1,NA,1,"1",NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Nawauza hapa mnadani","1 2 3",NA,"1",NA,1,NA,NA,150000,2,"101a07b0-eb5c-11ec-9416-9440c9ab47f0"
1157928,1,1,"2",NA,3,NA,"Kimande","Itunundu","Iringa","1",NA,-66,"Amewanunua hapa hapa mnadani kwa wafugaji",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Anawauza mnadani hapa hapa leo.","1 2 3",NA,"-66","Hanunui wanyama wengine",1,NA,NA,1e+05,2,"176e63b9-eb5c-11ec-9416-9440c9ab47f0"
1157929,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Izazi","Izazi","Iringa","-66 3","Nimenunua ili kupata beberu zuri kwa ajili ya mbegu",-66,"Kwa pikipiki","1 3 5 4",NA,"-66","Hanunui wanyama wengine",0,"-66","Hatanunua hadi bei ipungue.",NA,1,"e918ea64-eb5b-11ec-9416-9440c9ab47f0"
1157930,1,1,"3",NA,3,NA,"Kimande","Itunundu","Iringa","1",NA,-66,"Amewanunua hapa mnadani",0,NA,NA,1,2,NA,"Iringa","Kihesa","Iringa manispaa","6",NA,2,NA,"1 2 3",NA,"1",NA,1,NA,NA,150000,2,"ee9e799c-eb5b-11ec-9416-9440c9ab47f0"
1157931,1,1,"3",NA,3,NA,"Kimande","Itunundu","Iringa","1",NA,-66,"Amewanunua mnada hapa hapa Kimande",0,NA,NA,1,1,NA,"Mtera",NA,"Mpwapwa","1",NA,2,NA,"1 3 2",NA,"1",NA,1,NA,NA,150000,2,"12fdc88a-eb5c-11ec-9416-9440c9ab47f0"
1157932,1,1,"1",NA,1,NA,"Mlowa","Itunundu","Iringa vijijini","-66","Nataka kutoa mifugo wazee ninunue wadogo wadogo",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"154c975e-eb5c-11ec-9416-9440c9ab47f0"
1157933,1,1,"1",NA,1,NA,"Mbao","Mbao","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e81d16e7-eb5b-11ec-9416-9440c9ab47f0"
1157934,1,1,"3",NA,1,NA,"Ntungwa","Mkomba","Mkomba","2",NA,1,NA,0,NA,NA,1,1,NA,"Ntungwa","Mkomba","Momba","6",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,1,"117cdf4a-eb5c-11ec-9416-9440c9ab47f0"
1157935,1,1,"1",NA,1,NA,"Mwanemba","Mkurwe","Momba","2 5 3",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fbdcbac4-eb5b-11ec-9416-9440c9ab47f0"
1157936,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Tumbula","Ivuna","Momba","5",NA,1,NA,"1 3",NA,NA,NA,NA,NA,NA,NA,NA,"f863ba67-eb5b-11ec-9416-9440c9ab47f0"
1157937,1,1,"1",NA,1,NA,"Ilengo","Mkomba","Momba","4 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03ff334d-eb5c-11ec-9416-9440c9ab47f0"
1157938,1,1,"3",NA,1,NA,"Sante","Mkomba","Momba","1",NA,1,NA,0,NA,NA,1,1,NA,"Ntungwa","Mbao","Momba","1",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,1,"0b656cb6-eb5c-11ec-9416-9440c9ab47f0"
1157939,1,1,"1",NA,1,NA,"Mkomba","Mkomba","Momba","2 3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbe187d-eb5c-11ec-9416-9440c9ab47f0"
1157940,1,1,"3",NA,1,NA,"Mkomba","Mkomba","Momba","2",NA,1,NA,0,NA,NA,1,1,NA,"Mkomba","Mkomba","Momba","1",NA,1,NA,"1 2 3",NA,NA,NA,NA,NA,NA,NA,NA,"0b99b7bc-eb5c-11ec-9416-9440c9ab47f0"
1157941,1,1,"1",NA,1,NA,"Mkomba","Mkomba","Momba","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f06c99d2-eb5b-11ec-9416-9440c9ab47f0"
1157942,1,1,"3",NA,3,NA,"Mbao","Mkomba","Momba","1",NA,1,NA,0,NA,NA,1,2,NA,"Mbalizi","Mbalizi","Mbeya","1",NA,2,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,1,"0f360493-eb5c-11ec-9416-9440c9ab47f0"
1157943,1,1,"1",NA,1,NA,"Isazya","Mkomba","Momba","1",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1549159e-eb5c-11ec-9416-9440c9ab47f0"
1157944,1,1,"3",NA,2,NA,"Iringa","Mlandege","Iringa","1",NA,2,NA,0,NA,NA,1,2,NA,"Iringa","Mlandege","Iringa","6",NA,2,NA,"3",NA,"4",NA,0,"1 4",NA,NA,2,"0ccb3aff-eb5c-11ec-9416-9440c9ab47f0"
1157945,1,1,"3",NA,4,NA,"Iringa","Mlandege","Iringa","1",NA,2,NA,0,NA,NA,1,2,NA,"Iringa","Ipogoro","Iringa","1",NA,2,NA,"1 2 3",NA,"4",NA,0,"4",NA,NA,2,"14aebeb3-eb5c-11ec-9416-9440c9ab47f0"
1157946,1,1,"1",NA,1,NA,"Mbuyuni","Itunundu","Iringa","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0034a549-eb5c-11ec-9416-9440c9ab47f0"
1157947,1,1,"1",NA,1,NA,"Ukwega","Ilolompya","Iringa","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f0d2e1ba-eb5b-11ec-9416-9440c9ab47f0"
1157948,1,1,"2",NA,1,NA,"Mafuluto","Mlowa","Iringa","1",NA,1,NA,0,NA,NA,1,1,NA,"Mafuluto","Mafuluto","Iringa","1",NA,2,NA,"3 1 2",NA,NA,NA,0,NA,NA,NA,2,"f6a1f50f-eb5b-11ec-9416-9440c9ab47f0"
1157949,1,1,"1",NA,1,NA,"Chamdindi","Nyang`oro","Iringa","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e8c124c3-eb5b-11ec-9416-9440c9ab47f0"
1157950,1,1,"1",NA,1,NA,"Mbuyuni","Itunundu","Iringa","1",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05bf07aa-eb5c-11ec-9416-9440c9ab47f0"
1157951,1,1,"1",NA,1,NA,"Mafuluto","Mlowa","Iringa","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11b4d8b6-eb5c-11ec-9416-9440c9ab47f0"
1157952,1,1,"1",NA,1,NA,"Ilambilole","Kising`a","Iringa","2 3 5",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05dd4cc0-eb5c-11ec-9416-9440c9ab47f0"
1157953,1,1,"1",NA,1,NA,"Mkumbwanye","Boliboli","Iringa","4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0822c898-eb5c-11ec-9416-9440c9ab47f0"
1157954,1,1,"1",NA,1,NA,"Kisanga","Mlenge","Iringa","5 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eef323c6-eb5b-11ec-9416-9440c9ab47f0"
1157955,1,1,"1",NA,1,NA,"Kimande","Itunundu","Iringa","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0ad0e420-eb5c-11ec-9416-9440c9ab47f0"
1157956,1,1,"1",NA,NA,NA,"Kinyika","Mlenge","Iringa","2 4",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05b2f175-eb5c-11ec-9416-9440c9ab47f0"
1157957,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Kinyika","Kinyika","Iringa","2",NA,1,NA,"1 3",NA,"4",NA,0,NA,NA,NA,1,"0cced488-eb5c-11ec-9416-9440c9ab47f0"
1157958,1,1,"1",NA,1,NA,"Kisanga","Mlenge","Iringa","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e9a9232e-eb5b-11ec-9416-9440c9ab47f0"
1157959,1,1,"1",NA,1,NA,"Mkombilenga","Ilolompya","Iringa","2",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fbf28a76-eb5b-11ec-9416-9440c9ab47f0"
1157972,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ivuna","Ivuna","Momba","5",NA,1,NA,"1 2 3 4 5",NA,"1",NA,0,"1",NA,NA,NA,"eda58626-eb5b-11ec-9416-9440c9ab47f0"
1157973,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ivuna","Ivuna","Momba","5",NA,1,NA,"1 2 3 4 5",NA,NA,NA,0,"4",NA,NA,1,"fe2d7ec7-eb5b-11ec-9416-9440c9ab47f0"
1157974,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Itumbula","Ivuna","Momba","5",NA,1,NA,"1 2 3 4 5",NA,NA,NA,NA,NA,NA,NA,NA,"fdd2f774-eb5b-11ec-9416-9440c9ab47f0"
1157975,1,1,"1",NA,1,NA,"Isanzu","Manda","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02f05253-eb5c-11ec-9416-9440c9ab47f0"
1157976,1,1,"1",NA,1,NA,"Masanyenda","Mpapa","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09c21a82-eb5c-11ec-9416-9440c9ab47f0"
1157977,1,1,"1 2",NA,1,NA,"Mkomba","Mkomba","Momba","1",NA,1,NA,0,NA,NA,1,3,NA,"Ivuna","Ivuna","Momba","1",NA,1,NA,"1 2 3 4",NA,NA,NA,NA,NA,NA,NA,NA,"124adcea-eb5c-11ec-9416-9440c9ab47f0"
1157978,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mbao","Mbao","Momba","5",NA,1,NA,"1 2 3 4 5",NA,"3 4",NA,1,NA,NA,120000,2,"13e2aaf8-eb5c-11ec-9416-9440c9ab47f0"
1157979,1,1,"2",NA,1,NA,"Ichimbula","Ivuna","Momba","1 2",NA,1,NA,0,NA,NA,1,1,NA,"Ichumbula","Ivuna","Momba","1",NA,1,NA,"1 2 3 4",NA,"1",NA,1,NA,NA,150000,2,"f729d998-eb5b-11ec-9416-9440c9ab47f0"
1157980,1,1,"1",NA,1,NA,"Mkomba","Mkomba","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee2a02d6-eb5b-11ec-9416-9440c9ab47f0"
1157981,1,1,"1",NA,1,NA,"Ntungwa","Mkuu","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ec891bdf-eb5b-11ec-9416-9440c9ab47f0"
1157982,1,1,"1",NA,1,NA,"Ntungwa","Mkomba","Momba","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fd65d247-eb5b-11ec-9416-9440c9ab47f0"
1157983,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Itumbula","Ivuna","Momba","5",NA,1,NA,"1 2 3 4 5",NA,"4 3",NA,0,"4 3",NA,NA,NA,"f4a850bc-eb5b-11ec-9416-9440c9ab47f0"
1157984,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,"Mapogoro","Chokaa","Chunya","1",NA,2,NA,"1 2 3 4 5 6",NA,NA,NA,NA,NA,NA,NA,NA,"1129a95e-eb5c-11ec-9416-9440c9ab47f0"
