"fid (see mrktc_idtable)","Unique Row ID","End time","Deviceid","Date","Country (see mrkta_lkpcountry)","Enumerator name (see mrkta_lkpenum)","Enter Password","Get selected staff current password","District/ Region (see mrkta_lkpregion)","Ward (see mrkta_lkpward)","Village","Date of interview","Interview code","Name of market","Type of market (see mrktc_lkpmrkt_type)","Respondent role","Gender of respondent (see mrktc_lkpresp_gender)","Respondent age (see mrktc_lkpresp_age)","13. Have you visited other markets to sell or buy sheep and goats in the past one month?","Number of other markets you have visited to sell or buy sheep and goats in the past one month","Researcher: Is this person a trader, meaning they buy and sell animals as a business?","14. What is your usual pattern of trading sheep and/or goats?","15. What are the main disease problems that you observe in the sheep and/or goats at this time?","16. Have you seen a disease with signs of nasal discharge, coughing, diarrhoea, eye discharge, sores in the mouth – in your own animals or someone else’s flock?","If yes, what is the local name of the disease?","Where did you see it?","When did you see it?","Did any animals die?","How many animals died?","What species died? (see mrktc_lkpdse_deathsspecies)","Other information?","Any other remarks?","GPS Coordinates of the market","Unique Row Identifier (UUID)"
"1159346","1","2022-06-06T11:04:23","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640105","Majembe","2022-06-06","291","Mkundi","1","Mnunuzi","1","2","1","1","0","","Matongotongo","1","Vidonda mdomoni","Majembe","2022-04-01","1","1","2","Udhibiti wa magonjwa ya mifugo utasaidia kuongeza tija kwa wafugaji.","Biashara ya mbuzi na kondoo inasababisha muingiliano mkubwa wa mifugo hiyo kwa Masasi na Newala.","-10.7383421 39.1198435 401.0 4.8","b99136f0-e5db-11ec-9416-9440c9ab47f0"
"1159347","1","2022-06-06T21:37:26","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640120","Nagaga","2022-06-06","307","Namalenga","1","Mnunuzi","1","2","1","1","0","","Mapafu","1","Vidonda mdomoni","Mchauru","2021-09-01","1","2","2","Utolewaji chanjo dhidi ya PPR na magonjwa mengine ya mifugo uendelee.","Muingiliano wa mifugo ni mkubwa.","-10.9013614 39.1108533 292.0 5.0","dc4e4445-e5db-11ec-9416-9440c9ab47f0"
"1159348","1","2022-06-06T21:36:29","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640120","Nagaga","2022-06-06","308","Namalenga","1","Mnunuzi","1","1","0","","1","Ananunua na kuchinja","Mafua","1","Kukohoa","Nagaga","2022-05-01","0","","","","Idadi ya wataalamu wa mifugo","-10.9013882 39.110865 297.0 5.0","b8ec541f-e5db-11ec-9416-9440c9ab47f0"
"1159349","1","2022-06-06T21:38:31","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640120","Nagaga","2022-06-06","309","Namalenga","1","Muuzaji","1","1","0","","1","Anauza mifugo kutoka nyumbani","Kwato","0","","","","","","","","Uchanjaji dhidi ya PPR umefanyika","-10.9013633 39.1107908 295.0 5.0","df06776b-e5db-11ec-9416-9440c9ab47f0"
"1159350","1","2022-06-06T21:39:20","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640120","Nagaga","2022-06-06","310","Namalenga","1","Mnunuzi","1","2","1","1","1","Ananunua mbuzi na kuchinja ili auze nyama.","Mapafu","1","Mafua","Nagaga","2022-02-01","1","2","2","Chanjo dhidi ya magonjwa mbalimbali ya mifugo iendelee kutolewa","Uchanjaji dhidi ya PPR unaendelea.","-10.9013789 39.1108334 298.0 5.0","c6f9ce3b-e5db-11ec-9416-9440c9ab47f0"
"1159351","1","2022-06-06T13:53:49","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640120","Nagaga","2022-06-06","311","Namalenga","1","Muuzaji","1","3","0","","1","Anachukua mbuzi na kuwauza kwa wachinja mbuzi.","Mafua","1","Machozi machoni","Lulindi","2022-05-01","0","","","","Mnada rasmi wa mifugo unahitajika","-10.9013845 39.1110568 296.0 5.0","d4479c99-e5db-11ec-9416-9440c9ab47f0"
"1159367","1","2022-06-06T21:23:18","collect:k9D4icBDbguiGZYC","2022-06-02T00:00:00","6","785737373","785737373","785737373","65","650124","Miomboni","2022-06-06","378","Mofu","1","Mnunuzi","1","3","1","1","0","","Minyoo","1","Suna","Kijiji Mofu ( nyumbani)","2020-04-01","0","","","","","-8.2774283 36.323285 238.65642532550805 2.1","bd13f7d0-e5db-11ec-9416-9440c9ab47f0"
"1159368","1","2022-06-06T21:45:10","collect:k9D4icBDbguiGZYC","2022-06-02T00:00:00","6","785737373","785737373","785737373","65","650124","Miomboni","2022-06-06","380","Mofu","1","Dalali","1","2","1","5","1","Ananunua wanyama minadani na kuwapeleka nyumbani kwaajili ya kuchinja na kufuga, wanyama wengine huwapeleka kuwauza minadani tarehe za minada husika zikifika","Minyoo","1","Umeme","Minada ya Mavimba na Mngeta","2022-03-01","0","","","","","-8.1737117 36.39084 250.64198750177607 2.3","c0a9d782-e5db-11ec-9416-9440c9ab47f0"
"1159369","1","2022-06-06T21:29:17","collect:k9D4icBDbguiGZYC","2022-06-06T00:00:00","6","785737373","785737373","785737373","65","650124","Miomboni","2022-06-06","379","Mofu","1","Mnunuzi","1","1","0","","0","","Mafua, minyoo, madonda ya miguu","1","Serepta","Kijiji cha miomboni ( nyumbani)","2021-04-01","0","","","","","-8.2772891 36.323808 262.626314671034 4.725","d9c2f28b-e5db-11ec-9416-9440c9ab47f0"
"1159370","1","2022-06-06T21:48:33","collect:k9D4icBDbguiGZYC","2022-06-06T00:00:00","6","785737373","785737373","785737373","65","650124","Miomboni","2022-06-06","381","Mofu","1","Muuzaji","1","1","1","1","0","","Kuharisha","0","","","","","","","","","-8.2775117 36.32379 239.07742777237314 4.9","d406d1e5-e5db-11ec-9416-9440c9ab47f0"
"1159371","1","2022-06-06T21:57:11","collect:k9D4icBDbguiGZYC","2022-06-06T00:00:00","6","785737373","785737373","785737373","65","650124","Miomboni","2022-06-06","383","Mofu","1","Muuzaji","1","1","0","","0","","Kuharisha, kukohoa","1","Lusona","Mnada wa Mofu","2022-03-01","0","","","","","-8.2774555 36.3235402 239.68253493452573 2.38","e06714d2-e5db-11ec-9416-9440c9ab47f0"
"1159372","1","2022-06-06T21:53:29","collect:k9D4icBDbguiGZYC","2022-06-06T00:00:00","6","785737373","785737373","785737373","65","650124","Miomboni","2022-06-06","382","Mofu","1","Mnunuzi","1","1","1","1","0","","Hawana ugonjwa maana huwa anachagua mbuzi wenye afya nzuri kwaajili ya kuchinja","0","","","","","","","","","-8.2773817 36.32337 240.08606525424472 4.6","b41fbb63-e5db-11ec-9416-9440c9ab47f0"
"1159471","1","2022-06-06T22:03:07","collect:HI5MgI0ea78MP19B","2022-06-06T00:00:00","6","655133527","655133527","655133527","65","650124","Miomboni","2022-06-06","384","Mofu","1","Mnunuzi","1","1","0","","0","","Kuharisha","1","Kuharisha, kukohoa, makamasi, kizunguzungu","Mofu","2022-05-01","1","9","3","Kupata dawa","","-8.27691 36.3239833 245.8 5.0","03a950bc-e6a5-11ec-9416-9440c9ab47f0"
"1159472","1","2022-06-06T22:26:04","collect:HI5MgI0ea78MP19B","2022-06-06T00:00:00","6","655133527","655133527","655133527","65","650124","Miomboni","2022-06-06","389","Mofu","1","Muuzaji","1","1","0","","0","","Hakuna","1","","Miomboni","2022-06-01","1","","3","","","-8.2770293 36.3240484 253.6 4.85","092c52a6-e6a5-11ec-9416-9440c9ab47f0"
"1159473","1","2022-06-06T22:21:13","collect:HI5MgI0ea78MP19B","2022-06-06T00:00:00","6","655133527","655133527","655133527","65","650124","Miomboni","2022-06-06","388","Mofu","1","Mnunuzi","1","1","1","1","0","","Kuharisha (kwasaida), kutokula vizuri (majidagidami),","1","Kutoka mimba (kwahozi), Kuharisha","Miomboni","2021-04-01","1","25","1","","","-8.2770832 36.3239751 242.7 4.8","fb6077d4-e6a4-11ec-9416-9440c9ab47f0"
"1159475","1","2022-06-06T22:31:48","collect:HI5MgI0ea78MP19B","2022-06-06T00:00:00","6","655133527","655133527","655133527","65","650124","Miomboni","2022-06-06","387","Mofu","1","Mnunuzi","2","2","1","3","1","Kununua mifugo yenye afyà","Kukojoa damu","1","","","2021-05-01","0","","","","","-8.2771366 36.3240016 256.1 3.9","ee296da8-e6a4-11ec-9416-9440c9ab47f0"
"1159476","1","2022-06-06T22:11:33","collect:HI5MgI0ea78MP19B","2022-06-06T00:00:00","6","655133527","655133527","655133527","65","650124","Miomboni","2022-06-06","386","Mofu","1","Muuzaji","1","2","0","","0","","Kizunguzungu","1","Kukohoa, kuharisha, kizunguzungu","Mofu","2021-03-01","1","9","3","","","-8.277245 36.3239917 240.2 4.9","05e9fc3b-e6a5-11ec-9416-9440c9ab47f0"
"1159477","1","2022-06-06T22:08:04","collect:HI5MgI0ea78MP19B","2022-06-06T00:00:00","6","655133527","655133527","655133527","65","650124","Miomboni","2022-06-06","385","Mofu","1","Muuzaji","1","2","1","1","0","","Kizunguzungu, Kukohoa","1","Kuharisha, Kizunguzungu, Minyoo","Miomboni Mofu","2021-04-01","1","5","2","","","-8.2772546 36.3239933 240.8 4.439","013e7577-e6a5-11ec-9416-9440c9ab47f0"
"1159811","1","2022-06-07T19:30:29","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640118","Kivukoni","2022-06-07","322","Chiwale","1","Mnunuzi","1","1","0","","0","","Mafua","1","Chikurukuta","Mbuzi wa jirani yake","2021-12-01","0","","","","","-10.5855521 38.6099639 440.5 4.68","0311b012-e6a5-11ec-9416-9440c9ab47f0"
"1159812","1","2022-06-07T19:30:57","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640118","Kivukoni","2022-06-07","323","Chiwale","1","Muuzaji","1","1","0","","0","","Manyoya kusimama","0","","","","","","","","","-10.5854236 38.609882 440.8 4.42","f9eca8c9-e6a4-11ec-9416-9440c9ab47f0"
"1159813","1","2022-06-07T19:31:34","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640118","Kivukoni","2022-06-07","324","Chiwale","1","Muuzaji na mnunuzi","1","1","0","","1","Anunua mnadani na kuuza kwenye minada mingine na pia anawauzia wachinjaji","Mavila,mamboko","1","Chikurukuta","Nyumbani kwake kwenye kundi la mbuzi","2022-04-01","0","","","","","-10.5855946 38.609034 440.8 4.7","fbcf3055-e6a4-11ec-9416-9440c9ab47f0"
"1159814","1","2022-06-07T19:32:33","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640118","Kivukoni","2022-06-07","325","Chiwale","1","Muuzaji","1","2","0","","0","","Mavila","1","Ugonjwa wa mavila","Nyumbani kwake kwenye kundi la mbuzi","2022-05-01","0","","","","","-10.5854423 38.6090002 452.7 4.46","ea692389-e6a4-11ec-9416-9440c9ab47f0"
"1159815","1","2022-06-07T19:34:23","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640118","Kivukoni","2022-06-07","326","Chiwale","1","Muuzaji na mnunuzi","1","2","1","1","1","Ananunua mnada mwingine mbuzi na kuuzia mndani mwingine na wengine anachinja nakuuza Kila baada ya siku mbili","Mafua matongotongo kuharisha","1","Miila","Mnadani","2022-05-01","0","","","","","-10.5854162 38.6089565 441.4 4.58","f4681cf3-e6a4-11ec-9416-9440c9ab47f0"
"1159816","1","2022-06-07T19:35:16","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640118","Kivukoni","2022-06-07","337","Chiwale","1","Mnunuzi","1","2","0","","0","","Mafua matongotongo kuharisha","1","Ugonjwa wa mapafu","Nyumbani kwake kwenye kundi la mbuzi","2022-03-01","0","","","","","-10.5853199 38.6059399 448.3 4.7","ff320224-e6a4-11ec-9416-9440c9ab47f0"
"1159818","1","2022-06-07T19:36:08","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640116","Lukuledi","2022-06-07","338","Lukuledi","2","Muuzaji","1","2","0","","0","","Vidonda miguuni","0","","","","","","","","","-10.5704467 38.8055603 334.4 4.68","08e60fa2-e6a5-11ec-9416-9440c9ab47f0"
"1159819","1","2022-06-07T19:36:53","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640116","Lukuledi","2022-06-07","339","Lukuledi","1","Mnunuzi","1","2","0","","0","","Mafua","1","Chikurukuta","Kwenye kundi la mbuzi wa jirani","2022-01-01","0","","","","","-10.5704671 38.8056 347.5 4.866","ea4e95a4-e6a4-11ec-9416-9440c9ab47f0"
"1159820","1","2022-06-07T19:37:21","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640116","Lukuledi","2022-06-07","340","Lukuledi","1","Muuzaji","1","2","0","","0","","Mafua matongotongo kuharisha","1","Chikurukuta","Nyumbani kwake kwenye kundi la mbuzi na mnadani","2022-02-01","0","","","","","-10.5718682 38.8068927 335.1 4.6","f6b92526-e6a4-11ec-9416-9440c9ab47f0"
"1159821","1","2022-06-07T19:38:10","collect:18LMO1RV5CgaSa1Y","2022-06-07T00:00:00","6","756804774","756804774","756804774","64","640116","Lukuledi","2022-06-07","341","Lukuledi","1","Muuzaji","1","2","0","","0","","Vidonda mdomoni","1","Ugonjwa wa vidonda","Mnadani","2022-02-01","0","","","","","-10.571821 38.8067942 335.1 4.74","eb2b9304-e6a4-11ec-9416-9440c9ab47f0"
"1159823","1","2022-06-07T19:39:05","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","Sibwesa","Sibwesa","1","Dalali","1","2","1","2","1","Nyumbani","Kukohoa","1","Kukohoa","Jirani","2021-05-01","0","","","","Hakuna","-6.5000078 30.7439469 1063.2 5.166","fdd09218-e6a4-11ec-9416-9440c9ab47f0"
"1159824","1","2022-06-07T19:39:15","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","473","Sibwesa","1","Mfugaji","1","1","0","","0","","Miguu na midomo","1","Lumeme","Nyumbani","2022-04-01","0","","","","Hakuna","-6.5000464 30.7439898 1071.8 4.525","f12ccd89-e6a4-11ec-9416-9440c9ab47f0"
"1159825","1","2022-06-07T19:39:40","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","475","Sibwesa","1","Mfugaji","1","1","0","","0","","Hakuna","0","","","","","","","","Mtu huyu ndio anaenda kuaanza kufuga mbuzi alikua na mifugo mingine","-6.4999844 30.7440848 1053.8 1.895","0bf30906-e6a5-11ec-9416-9440c9ab47f0"
"1159826","1","2022-06-07T19:40:28","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","477","2022-06-05","477","Sibwesa","1","Dalali","1","1","1","4","0","","Siijui","0","","","","","","","","Mtu huyu ni dalali hajui kuhusu magonjwa","-6.499978 30.74408 1048.2 4.143","e4d66602-e6a4-11ec-9416-9440c9ab47f0"
"1159827","1","2022-06-07T19:40:47","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","479","Sibwesa","1","Mfanyabiashara","1","1","1","3","1","Ananunua mbuzi kwenye kaya nakuleta mnadani","Kuharisha","1","Mafua","Nyumbani","2019-06-01","1","0","3","Hakuna","Hakuna","-6.5000387 30.7440529 1061.0 2.239","ea45d018-e6a4-11ec-9416-9440c9ab47f0"
"1159828","1","2022-06-07T19:40:38","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","482","Sibwesa","1","Mfugaji","1","2","1","2","0","","Kuharisha","0","","","","","","","","Hakuna","-6.5000567 30.7440417 1068.8 4.6","e84c55cf-e6a4-11ec-9416-9440c9ab47f0"
"1159829","1","2022-06-07T19:40:20","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","483","Sibwesa","1","Mfugaji","1","2","1","3","0","","Hakuna magonjwa","0","","","","","","","","","-6.5000408 30.7441147 1061.0 2.004","0b635c20-e6a5-11ec-9416-9440c9ab47f0"
"1159830","1","2022-06-07T19:42:15","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","474","Sibwesa","1","Mfugaji","1","1","1","3","0","","Hakuna","0","","","","","","","","Hakuna","-6.5000219 30.7440498 1051.2 2.814","04c2636e-e6a5-11ec-9416-9440c9ab47f0"
"1159831","1","2022-06-07T19:41:36","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","480","Sibwesa","1","Mfugaji","1","2","1","2","0","","Hakuna","0","","","","","","","","Hakuna","-6.500065 30.7440627 1062.4 3.95","ece4baa3-e6a4-11ec-9416-9440c9ab47f0"
"1159832","1","2022-06-07T19:41:53","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","481","Sibwesa","1","Dalali","1","1","1","1","0","","Hajui","0","","","","","","","","Hajui","-6.5000341 30.7441142 1058.9 2.676","eb8908e5-e6a4-11ec-9416-9440c9ab47f0"
"1159833","1","2022-06-07T19:41:44","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","484","Sibwesa","1","Mfanyabiashara","1","2","1","3","1","Ananunua kutoka mda huu kupeleka mnada mwingine","Kuhara","1","Kuharisha","Kuharisha","2021-06-01","0","","","","Hakuna","-6.5000784 30.7441509 1066.5 4.733","032fea80-e6a5-11ec-9416-9440c9ab47f0"
"1159834","1","2022-06-07T19:41:29","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","485","Sibwesa","1","Dalali","1","1","1","3","0","","Kukohoa","1","Kukohoa","Mnadani","2021-11-01","","","","","Mtu huyu ni mswagaji wa mbuzi walio nunuliwa kutoka mnadani kwenda sehemu nyingine","-6.5000661 30.7441363 1042.9 4.0","fb4e81eb-e6a4-11ec-9416-9440c9ab47f0"
"1159835","1","2022-06-07T19:43:04","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","472","Sibwesa","1","Mfugaji","1","1","1","1","0","","Hakuna","","","","","","","","","","-6.4999917 30.7441117 1064.6000000000001 4.3","ffbbe312-e6a4-11ec-9416-9440c9ab47f0"
"1159836","1","2022-06-07T19:42:58","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","476","Sibwesa","1","Dalali","1","1","0","","0","","Hakuna","0","","","","","","","","Hakuna","-6.5000244 30.7440341 1055.8 3.6","e4b52dc4-e6a4-11ec-9416-9440c9ab47f0"
"1159837","1","2022-06-07T19:42:53","collect:Ru3XlBvpj8SXSqoN","2022-06-05T00:00:00","6","765318583","765318583","765318583","61","610113","Sibwesa","2022-06-05","478","Sibwesa","1","Mfugaji","1","1","1","1","0","","Hakuna","0","","","","","","","","Hakuna","-6.500001 30.7440679 1050.6000000000001 3.8","e95b28ff-e6a4-11ec-9416-9440c9ab47f0"
"1159862","1","2022-06-07T22:01:08","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640118","Kivukoni","2022-06-07","317","Chiwale","1","Ananunua mbuzi, anauza na kuchinja","1","2","1","1","1","Ananunua wanyama , anauza na kuchinja","Mapafu, chikurukuta","0","","","","","","","","","-10.5854723 38.6099107 421.01446533203125 4.322","ff6f227b-e6a4-11ec-9416-9440c9ab47f0"
"1159863","1","2022-06-07T22:01:02","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640118","Kivukoni","2022-06-07","318","Chiwale","1","Anafuga na kuuza","1","2","0","","0","","Kuoza kwato","1","Mapele ya mdomo","Chiwale","2020-06-01","0","","","","Tumeletewa chanjo ili kudhibiti ugonjwa huu wa Sotoka tunaamini sasa mifugo yeti Italian na tutaona faida","-10.5854469 38.6098828 421.730224609375 3.977","f1faa95b-e6a4-11ec-9416-9440c9ab47f0"
"1159864","1","2022-06-07T22:00:54","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640118","Kivukoni","2022-06-07","319","Chiwale","1","Ananunua mbuzi na kuuza na kuchinja pia","1","2","1","1","1","Ananunua wanyama, anauza na kuchinja","Mapafu","0","","","","","","","","","-10.5855796 38.6089788 425.94024658203125 4.639","ecebf132-e6a4-11ec-9416-9440c9ab47f0"
"1159865","1","2022-06-07T22:00:47","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640118","Kivukoni","2022-06-07","320","Chiwale","1","Anauza wanyama","1","1","0","","1","Ananunua wanyama na kuuza kwa mchinjaji na wafugaji","Chikurukuta","0","","","","","","","","","-10.5855446 38.6089542 425.0628662109375 4.269","f02f49cb-e6a4-11ec-9416-9440c9ab47f0"
"1159866","1","2022-06-07T22:00:40","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640118","Kivukoni","2022-06-07","321","Chiwale","1","Mnunuzi","1","2","1","1","1","Ananunua wanyama wengi kutoka sehemu mbalimbali is kuuza wanyama pia kuchinja na kuuza nyama","Mafua, matongotongo, kukonda, kuharisha","1","Vidonda tu vya mdomoni","Nachingwea","2022-03-01","1","2","2","","","-10.5853972 38.6058987 426.946533203125 4.99","009a4db9-e6a5-11ec-9416-9440c9ab47f0"
"1159867","1","2022-06-07T22:00:33","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640117","Lukuledi","2022-06-07","242","Lukuledi","1","Mnunuzi, muuzaji na mchinjaji","1","3","1","1","1","Ananunua wanyama kutoka sehemu mbalimbali, anawauza wakiwa hai na kuchinja","Mafua, machozi yaliyozidi","0","","","","","","","","","-10.570419 38.8055431 329.70306396484375 4.727","e03f2419-e6a4-11ec-9416-9440c9ab47f0"
"1159868","1","2022-06-07T22:00:21","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640117","Lukuledi","2022-06-07","343","Lukuledi","1","Anafuga na kuuza","1","2","0","","1","Ananunua, anafuga na kuuza wanyama","Mapafu","1","","Farm 17- Nachingwea","2020-06-01","1","2","2","Tumeanza kuchanja wanyama kudhibiti ugonjwa wa sotoka","","-10.5703998 38.8055284 323.6346435546875 4.824","f913fde9-e6a4-11ec-9416-9440c9ab47f0"
"1159869","1","2022-06-07T22:00:07","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640116","Lukuledi","2022-06-07","244","Lukuledi","1","Kuuza wanyama","2","1","1","1","1","Ananunua na kuuza","Mafua","0","","","","","","","","","-10.5704131 38.8055354 318.59765625 3.977","f3f9c557-e6a4-11ec-9416-9440c9ab47f0"
"1159870","1","2022-06-07T21:59:59","collect:NMHdCrUOeGrdP3fF","2022-06-07T00:00:00","6","717533120","717533120","717533120","64","640116","Lukuledi","2022-06-07","345","Lukuledi","1","Muuzaji, mnunuzi na mchinjaji","1","2","1","1","1","Ananunua na kuuza pia kuchinja","Mapafu, vidonda","1","Vipele","Nachingwea","2021-06-01","1","3","2","Wanakuwa wanaumwa sana kuanzia mwezi wa tatu","","-10.5717777 38.806767 317.433837890625 4.561","05c7578a-e6a5-11ec-9416-9440c9ab47f0"
